teacher_id,school_id,teacher_name,persona,teacher_availability_mask,preferred_time_window,consecutive_period_preference,subjects_taught,class_arm_eligibility,room_strictness,years_of_experience,employment_type,cds_blocked_day,min_rest_periods_required
TCH-00183,SCH-014,Ifeoma Okoro,veteran_staff_room_boss,11111,08:30-10:30,2,Further Mathematics|Chemistry,senior_only,absolute_priority,19,full_time_senior_staff,,2
TCH-00184,SCH-014,Bashir Adeyemi,nysc_corper,10111,13:00-15:00,1,Civic Education,junior_only,low,0,nysc_temporary,Tuesday,
TCH-00185,SCH-014,Blessing Abubakar,nysc_corper,11101,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Thursday,
TCH-00186,SCH-014,Ngozi Abubakar,veteran_staff_room_boss,11111,08:30-10:30,2,Further Mathematics|Physics,senior_only,absolute_priority,16,full_time_senior_staff,,2
TCH-00187,SCH-014,Adaeze Balogun,hustling_subject_specialist,01100,08:00-11:00,2,Physics,senior_only,high,11,part_time_multi_school,,
TCH-00188,SCH-014,Fatima Suleiman,nysc_corper,11101,13:00-15:00,1,Civic Education,junior_only,low,0,nysc_temporary,Thursday,
TCH-00189,SCH-014,Chiamaka Suleiman,overworked_generalist,11111,scattered,3,Basic Technology|PHE|CRS,any,very_low,1,full_time_underpaid,,
TCH-00190,SCH-014,Yusuf Abubakar,nysc_corper,10111,13:00-15:00,1,Basic Science,junior_only,low,0,nysc_temporary,Tuesday,
TCH-00191,SCH-015,Blessing Eze,veteran_staff_room_boss,11111,08:30-10:30,1,Chemistry|Further Mathematics,senior_only,absolute_priority,21,full_time_senior_staff,,2
TCH-00192,SCH-015,Oluwaseun Suleiman,hustling_subject_specialist,01110,08:00-11:00,3,Further Mathematics|Economics,senior_only,high,7,part_time_multi_school,,
TCH-00193,SCH-015,Hauwa Adeyemi,overworked_generalist,11111,scattered,4,Basic Technology|PHE|CRS,any,very_low,6,full_time_underpaid,,
TCH-00194,SCH-015,Adaeze Adebayo,veteran_staff_room_boss,11111,08:30-10:30,2,Further Mathematics,senior_only,absolute_priority,21,full_time_senior_staff,,2
TCH-00195,SCH-015,Hauwa Eze,overworked_generalist,11111,scattered,4,PHE|Basic Technology,any,very_low,5,full_time_underpaid,,
TCH-00196,SCH-015,Oluwaseun Abubakar,overworked_generalist,11111,scattered,3,Basic Technology|PHE|CRS,any,very_low,2,full_time_underpaid,,
TCH-00197,SCH-015,Kunle Suleiman,nysc_corper,11110,13:00-15:00,1,Civic Education,junior_only,low,0,nysc_temporary,Friday,
TCH-00198,SCH-015,Blessing Mohammed,veteran_staff_room_boss,11111,08:30-10:30,1,Chemistry|Further Mathematics,senior_only,absolute_priority,27,full_time_senior_staff,,2
TCH-00199,SCH-015,Obinna Eze,overworked_generalist,11111,scattered,4,Basic Technology|PHE|CRS,any,very_low,7,full_time_underpaid,,
TCH-00200,SCH-015,Ifeoma Abubakar,veteran_staff_room_boss,11111,08:30-10:30,2,Biology,senior_only,absolute_priority,21,full_time_senior_staff,,2
TCH-00201,SCH-015,Aisha Eze,overworked_generalist,11111,scattered,5,CRS|PHE,any,very_low,2,full_time_underpaid,,
TCH-00202,SCH-015,Ngozi Adebayo,hustling_subject_specialist,01110,08:00-11:00,2,Further Mathematics,senior_only,high,8,part_time_multi_school,,
TCH-00203,SCH-015,Musa Suleiman,overworked_generalist,11111,scattered,4,PHE|CRS,any,very_low,1,full_time_underpaid,,
TCH-00204,SCH-016,Bashir Okoro,nysc_corper,11101,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Thursday,
TCH-00205,SCH-016,Bashir Abubakar,overworked_generalist,11111,scattered,3,PHE|CRS|Basic Technology,any,very_low,4,full_time_underpaid,,
TCH-00206,SCH-016,Ngozi Adeyemi,veteran_staff_room_boss,11111,08:30-10:30,1,Further Mathematics,senior_only,absolute_priority,18,full_time_senior_staff,,2
TCH-00207,SCH-016,Chiamaka Okoro,overworked_generalist,11111,scattered,4,CRS|Basic Technology|PHE,any,very_low,8,full_time_underpaid,,
TCH-00208,SCH-016,Aisha Abubakar,overworked_generalist,11111,scattered,5,PHE|Basic Technology,any,very_low,4,full_time_underpaid,,
TCH-00209,SCH-016,Blessing Okoro,overworked_generalist,11111,scattered,4,PHE|Basic Technology|CRS,any,very_low,4,full_time_underpaid,,
TCH-00210,SCH-016,Oluwaseun Okoro,overworked_generalist,11111,scattered,3,CRS|Basic Technology,any,very_low,2,full_time_underpaid,,
TCH-00211,SCH-016,Tunde Chukwu,hustling_subject_specialist,11000,08:00-11:00,2,Further Mathematics|Physics,senior_only,high,12,part_time_multi_school,,
TCH-00212,SCH-016,Chiamaka Suleiman,veteran_staff_room_boss,11111,08:30-10:30,2,Physics,senior_only,absolute_priority,26,full_time_senior_staff,,2
TCH-00213,SCH-016,Hauwa Balogun,nysc_corper,10111,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Tuesday,
TCH-00214,SCH-016,Amaka Okoro,nysc_corper,10111,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Tuesday,
TCH-00215,SCH-016,Ifeoma Okoro,hustling_subject_specialist,10110,08:00-11:00,2,Further Mathematics,senior_only,high,9,part_time_multi_school,,
TCH-00216,SCH-016,Yusuf Okafor,nysc_corper,11101,13:00-15:00,1,Civic Education|Basic Science,junior_only,low,0,nysc_temporary,Thursday,
TCH-00217,SCH-016,Blessing Adebayo,overworked_generalist,11111,scattered,5,CRS|PHE|Basic Technology,any,very_low,7,full_time_underpaid,,
TCH-00218,SCH-016,Tunde Eze,nysc_corper,11101,13:00-15:00,1,Basic Science,junior_only,low,0,nysc_temporary,Thursday,
TCH-00219,SCH-017,Oluwaseun Chukwu,veteran_staff_room_boss,11111,08:30-10:30,1,Physics|Chemistry,senior_only,absolute_priority,21,full_time_senior_staff,,2
TCH-00220,SCH-017,Bashir Balogun,overworked_generalist,11111,scattered,5,CRS|PHE,any,very_low,3,full_time_underpaid,,
TCH-00221,SCH-017,Musa Adeyemi,overworked_generalist,11111,scattered,3,Basic Technology|PHE,any,very_low,2,full_time_underpaid,,
TCH-00222,SCH-017,Hauwa Nwosu,nysc_corper,01111,13:00-15:00,1,Civic Education|Basic Science,junior_only,low,0,nysc_temporary,Monday,
TCH-00223,SCH-017,Obinna Nwosu,nysc_corper,11011,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Wednesday,
TCH-00224,SCH-017,Musa Adeyemi,nysc_corper,11011,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Wednesday,
TCH-00225,SCH-017,Emeka Adebayo,nysc_corper,11011,13:00-15:00,1,Basic Science,junior_only,low,0,nysc_temporary,Wednesday,
TCH-00226,SCH-017,Ngozi Balogun,overworked_generalist,11111,scattered,4,CRS|Basic Technology,any,very_low,2,full_time_underpaid,,
TCH-00227,SCH-017,Yusuf Suleiman,overworked_generalist,11111,scattered,3,PHE|Basic Technology,any,very_low,6,full_time_underpaid,,
TCH-00228,SCH-017,Ngozi Nwosu,veteran_staff_room_boss,11111,08:30-10:30,1,Physics|Biology,senior_only,absolute_priority,29,full_time_senior_staff,,2
TCH-00229,SCH-017,Chinedu Eze,veteran_staff_room_boss,11111,08:30-10:30,2,Biology,senior_only,absolute_priority,24,full_time_senior_staff,,2
TCH-00230,SCH-018,Obinna Okoro,overworked_generalist,11111,scattered,4,Basic Technology|CRS|PHE,any,very_low,2,full_time_underpaid,,
TCH-00231,SCH-018,Amaka Okoro,hustling_subject_specialist,11000,08:00-11:00,3,Economics,senior_only,high,7,part_time_multi_school,,
TCH-00232,SCH-018,Bashir Nwosu,nysc_corper,11101,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Thursday,
TCH-00233,SCH-018,Emeka Garba,nysc_corper,11101,13:00-15:00,1,Civic Education|Basic Science,junior_only,low,0,nysc_temporary,Thursday,
TCH-00234,SCH-018,Musa Eze,nysc_corper,11011,13:00-15:00,1,Civic Education|Basic Science,junior_only,low,0,nysc_temporary,Wednesday,
TCH-00235,SCH-018,Amaka Adeyemi,nysc_corper,11011,13:00-15:00,1,Basic Science,junior_only,low,0,nysc_temporary,Wednesday,
TCH-00236,SCH-018,Chinedu Balogun,hustling_subject_specialist,01100,08:00-11:00,3,Economics|Physics,senior_only,high,10,part_time_multi_school,,
TCH-00237,SCH-018,Yusuf Mohammed,nysc_corper,10111,13:00-15:00,1,Civic Education,junior_only,low,0,nysc_temporary,Tuesday,
TCH-00238,SCH-018,Yusuf Garba,hustling_subject_specialist,10010,08:00-11:00,2,Physics|Economics,senior_only,high,8,part_time_multi_school,,
TCH-00239,SCH-018,Aisha Adeyemi,overworked_generalist,11111,scattered,4,PHE|Basic Technology,any,very_low,7,full_time_underpaid,,
TCH-00240,SCH-018,Chiamaka Okoro,overworked_generalist,11111,scattered,4,CRS|PHE|Basic Technology,any,very_low,8,full_time_underpaid,,
TCH-00241,SCH-018,Emeka Balogun,nysc_corper,11110,13:00-15:00,1,Civic Education|Basic Science,junior_only,low,0,nysc_temporary,Friday,
TCH-00242,SCH-018,Amaka Eze,nysc_corper,11101,13:00-15:00,1,Civic Education|Basic Science,junior_only,low,0,nysc_temporary,Thursday,
TCH-00243,SCH-018,Bashir Balogun,veteran_staff_room_boss,11111,08:30-10:30,1,Biology,senior_only,absolute_priority,25,full_time_senior_staff,,2
TCH-00244,SCH-018,Musa Garba,overworked_generalist,11111,scattered,4,PHE|Basic Technology,any,very_low,2,full_time_underpaid,,
TCH-00245,SCH-019,Amaka Suleiman,nysc_corper,11110,13:00-15:00,1,Basic Science,junior_only,low,0,nysc_temporary,Friday,
TCH-00246,SCH-019,Aisha Mohammed,hustling_subject_specialist,11000,08:00-11:00,3,Physics|Further Mathematics,senior_only,high,4,part_time_multi_school,,
TCH-00247,SCH-019,Amaka Garba,hustling_subject_specialist,11010,08:00-11:00,3,Economics,senior_only,high,6,part_time_multi_school,,
TCH-00248,SCH-019,Tunde Okafor,nysc_corper,10111,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Tuesday,
TCH-00249,SCH-019,Chinedu Nwosu,overworked_generalist,11111,scattered,4,CRS|PHE|Basic Technology,any,very_low,6,full_time_underpaid,,
TCH-00250,SCH-019,Ngozi Okoro,hustling_subject_specialist,11100,08:00-11:00,3,Further Mathematics,senior_only,high,4,part_time_multi_school,,
TCH-00251,SCH-019,Amaka Abubakar,nysc_corper,11011,13:00-15:00,1,Basic Science,junior_only,low,0,nysc_temporary,Wednesday,
TCH-00252,SCH-019,Kunle Okoro,hustling_subject_specialist,00110,08:00-11:00,2,Physics|Economics,senior_only,high,9,part_time_multi_school,,
TCH-00253,SCH-019,Adaeze Okoro,overworked_generalist,11111,scattered,5,Basic Technology|PHE,any,very_low,7,full_time_underpaid,,
TCH-00254,SCH-019,Obinna Suleiman,overworked_generalist,11111,scattered,3,PHE|CRS,any,very_low,8,full_time_underpaid,,
TCH-00255,SCH-019,Adaeze Eze,nysc_corper,11011,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Wednesday,
TCH-00256,SCH-019,Bashir Adebayo,nysc_corper,01111,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Monday,
TCH-00257,SCH-019,Yusuf Chukwu,hustling_subject_specialist,10010,08:00-11:00,3,Further Mathematics|Economics,senior_only,high,8,part_time_multi_school,,
TCH-00258,SCH-019,Adaeze Okoro,nysc_corper,11110,13:00-15:00,1,Basic Science,junior_only,low,0,nysc_temporary,Friday,
TCH-00259,SCH-019,Amaka Okoro,hustling_subject_specialist,01010,08:00-11:00,3,Further Mathematics,senior_only,high,10,part_time_multi_school,,
TCH-00260,SCH-020,Kunle Eze,nysc_corper,11011,13:00-15:00,1,Basic Science,junior_only,low,0,nysc_temporary,Wednesday,
TCH-00261,SCH-020,Chinedu Nwosu,nysc_corper,11011,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Wednesday,
TCH-00262,SCH-020,Blessing Adebayo,nysc_corper,11110,13:00-15:00,1,Basic Science,junior_only,low,0,nysc_temporary,Friday,
TCH-00263,SCH-020,Hauwa Mohammed,veteran_staff_room_boss,11111,08:30-10:30,1,Further Mathematics|Biology,senior_only,absolute_priority,27,full_time_senior_staff,,2
TCH-00264,SCH-020,Kunle Abubakar,nysc_corper,11101,13:00-15:00,1,Civic Education,junior_only,low,0,nysc_temporary,Thursday,
TCH-00265,SCH-020,Oluwaseun Adeyemi,veteran_staff_room_boss,11111,08:30-10:30,1,Further Mathematics|Biology,senior_only,absolute_priority,25,full_time_senior_staff,,2
TCH-00266,SCH-020,Hauwa Abubakar,hustling_subject_specialist,01100,08:00-11:00,3,Physics|Economics,senior_only,high,7,part_time_multi_school,,
TCH-00267,SCH-020,Aisha Mohammed,overworked_generalist,11111,scattered,5,Basic Technology|CRS|PHE,any,very_low,1,full_time_underpaid,,
TCH-00268,SCH-020,Obinna Eze,hustling_subject_specialist,10010,08:00-11:00,2,Further Mathematics|Physics,senior_only,high,9,part_time_multi_school,,
TCH-00269,SCH-020,Hauwa Nwosu,nysc_corper,01111,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Monday,
TCH-00270,SCH-020,Chinedu Suleiman,hustling_subject_specialist,11000,08:00-11:00,3,Economics,senior_only,high,6,part_time_multi_school,,
TCH-00271,SCH-020,Chinedu Balogun,overworked_generalist,11111,scattered,3,Basic Technology|PHE|CRS,any,very_low,2,full_time_underpaid,,
TCH-00272,SCH-020,Ngozi Nwosu,nysc_corper,11011,13:00-15:00,1,Civic Education,junior_only,low,0,nysc_temporary,Wednesday,
TCH-00273,SCH-020,Chinedu Suleiman,nysc_corper,11101,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Thursday,
TCH-00274,SCH-020,Adaeze Mohammed,nysc_corper,01111,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Monday,
TCH-00275,SCH-021,Bashir Garba,overworked_generalist,11111,scattered,3,PHE|Basic Technology|CRS,any,very_low,3,full_time_underpaid,,
TCH-00276,SCH-021,Bashir Mohammed,hustling_subject_specialist,10010,08:00-11:00,2,Economics|Physics,senior_only,high,7,part_time_multi_school,,
TCH-00277,SCH-021,Tunde Mohammed,veteran_staff_room_boss,11111,08:30-10:30,2,Further Mathematics,senior_only,absolute_priority,25,full_time_senior_staff,,2
TCH-00278,SCH-021,Obinna Adeyemi,overworked_generalist,11111,scattered,4,PHE|Basic Technology|CRS,any,very_low,4,full_time_underpaid,,
TCH-00279,SCH-021,Aisha Eze,overworked_generalist,11111,scattered,4,Basic Technology|CRS,any,very_low,7,full_time_underpaid,,
TCH-00280,SCH-021,Amaka Okoro,nysc_corper,11011,13:00-15:00,1,Basic Science,junior_only,low,0,nysc_temporary,Wednesday,
TCH-00281,SCH-021,Bashir Okafor,nysc_corper,11101,13:00-15:00,1,Basic Science,junior_only,low,0,nysc_temporary,Thursday,
TCH-00282,SCH-021,Emeka Balogun,nysc_corper,11110,13:00-15:00,1,Civic Education,junior_only,low,0,nysc_temporary,Friday,
TCH-00283,SCH-021,Musa Adebayo,hustling_subject_specialist,00110,08:00-11:00,2,Further Mathematics|Physics,senior_only,high,10,part_time_multi_school,,
TCH-00284,SCH-021,Aisha Balogun,overworked_generalist,11111,scattered,3,PHE|Basic Technology,any,very_low,4,full_time_underpaid,,
TCH-00285,SCH-021,Hauwa Okoro,hustling_subject_specialist,00110,08:00-11:00,2,Further Mathematics,senior_only,high,8,part_time_multi_school,,
TCH-00286,SCH-021,Chiamaka Okoro,overworked_generalist,11111,scattered,5,PHE|CRS,any,very_low,4,full_time_underpaid,,
TCH-00287,SCH-021,Ngozi Abubakar,nysc_corper,10111,13:00-15:00,1,Civic Education,junior_only,low,0,nysc_temporary,Tuesday,
TCH-00288,SCH-021,Aisha Balogun,veteran_staff_room_boss,11111,08:30-10:30,2,Physics|Further Mathematics,senior_only,absolute_priority,16,full_time_senior_staff,,2
TCH-00289,SCH-021,Aisha Adebayo,overworked_generalist,11111,scattered,4,Basic Technology|PHE,any,very_low,5,full_time_underpaid,,
TCH-00290,SCH-022,Kunle Okoro,veteran_staff_room_boss,11111,08:30-10:30,2,Further Mathematics,senior_only,absolute_priority,20,full_time_senior_staff,,2
TCH-00291,SCH-022,Chiamaka Nwosu,hustling_subject_specialist,11100,08:00-11:00,2,Economics,senior_only,high,10,part_time_multi_school,,
TCH-00292,SCH-022,Aisha Okoro,hustling_subject_specialist,01110,08:00-11:00,2,Physics,senior_only,high,4,part_time_multi_school,,
TCH-00293,SCH-022,Bashir Adeyemi,nysc_corper,11011,13:00-15:00,1,Civic Education|Basic Science,junior_only,low,0,nysc_temporary,Wednesday,
TCH-00294,SCH-022,Amaka Abubakar,veteran_staff_room_boss,11111,08:30-10:30,2,Biology|Physics,senior_only,absolute_priority,17,full_time_senior_staff,,2
TCH-00295,SCH-022,Obinna Balogun,veteran_staff_room_boss,11111,08:30-10:30,1,Biology|Physics,senior_only,absolute_priority,21,full_time_senior_staff,,2
TCH-00296,SCH-022,Tunde Eze,overworked_generalist,11111,scattered,4,Basic Technology|CRS|PHE,any,very_low,2,full_time_underpaid,,
TCH-00297,SCH-022,Aisha Okoro,hustling_subject_specialist,11100,08:00-11:00,3,Further Mathematics,senior_only,high,5,part_time_multi_school,,
TCH-00298,SCH-022,Adaeze Suleiman,hustling_subject_specialist,11010,08:00-11:00,2,Economics,senior_only,high,5,part_time_multi_school,,
TCH-00299,SCH-022,Chiamaka Chukwu,overworked_generalist,11111,scattered,3,PHE|Basic Technology|CRS,any,very_low,1,full_time_underpaid,,
TCH-00300,SCH-022,Fatima Adebayo,nysc_corper,11101,13:00-15:00,1,Basic Science,junior_only,low,0,nysc_temporary,Thursday,
TCH-00301,SCH-022,Tunde Adeyemi,nysc_corper,11110,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Friday,
TCH-00302,SCH-022,Ifeoma Okafor,veteran_staff_room_boss,11111,08:30-10:30,1,Physics|Further Mathematics,senior_only,absolute_priority,23,full_time_senior_staff,,2
TCH-00303,SCH-022,Musa Garba,veteran_staff_room_boss,11111,08:30-10:30,1,Further Mathematics,senior_only,absolute_priority,23,full_time_senior_staff,,2
TCH-00304,SCH-022,Oluwaseun Okafor,hustling_subject_specialist,01010,08:00-11:00,2,Economics|Physics,senior_only,high,4,part_time_multi_school,,
TCH-00305,SCH-023,Aisha Okoro,overworked_generalist,11111,scattered,5,Basic Technology|PHE|CRS,any,very_low,8,full_time_underpaid,,
TCH-00306,SCH-023,Aisha Mohammed,overworked_generalist,11111,scattered,4,PHE|CRS,any,very_low,8,full_time_underpaid,,
TCH-00307,SCH-023,Bashir Chukwu,hustling_subject_specialist,01010,08:00-11:00,3,Further Mathematics,senior_only,high,9,part_time_multi_school,,
TCH-00308,SCH-023,Chinedu Okafor,hustling_subject_specialist,01010,08:00-11:00,3,Economics,senior_only,high,5,part_time_multi_school,,
TCH-00309,SCH-023,Chinedu Okafor,overworked_generalist,11111,scattered,5,Basic Technology|PHE,any,very_low,4,full_time_underpaid,,
TCH-00310,SCH-023,Blessing Garba,overworked_generalist,11111,scattered,5,PHE|CRS|Basic Technology,any,very_low,4,full_time_underpaid,,
TCH-00311,SCH-023,Chinedu Nwosu,nysc_corper,11011,13:00-15:00,1,Civic Education|Basic Science,junior_only,low,0,nysc_temporary,Wednesday,
TCH-00312,SCH-023,Amaka Abubakar,hustling_subject_specialist,11000,08:00-11:00,2,Physics,senior_only,high,10,part_time_multi_school,,
TCH-00313,SCH-023,Fatima Okoro,overworked_generalist,11111,scattered,4,Basic Technology|CRS|PHE,any,very_low,5,full_time_underpaid,,
TCH-00314,SCH-023,Bashir Okafor,overworked_generalist,11111,scattered,4,CRS|Basic Technology,any,very_low,7,full_time_underpaid,,
TCH-00315,SCH-024,Musa Eze,overworked_generalist,11111,scattered,5,Basic Technology|CRS,any,very_low,7,full_time_underpaid,,
TCH-00316,SCH-024,Ngozi Adeyemi,overworked_generalist,11111,scattered,4,CRS|Basic Technology|PHE,any,very_low,3,full_time_underpaid,,
TCH-00317,SCH-024,Kunle Okoro,overworked_generalist,11111,scattered,4,Basic Technology|PHE|CRS,any,very_low,3,full_time_underpaid,,
TCH-00318,SCH-024,Amaka Nwosu,nysc_corper,11101,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Thursday,
TCH-00319,SCH-024,Tunde Balogun,veteran_staff_room_boss,11111,08:30-10:30,2,Chemistry|Further Mathematics,senior_only,absolute_priority,22,full_time_senior_staff,,2
TCH-00320,SCH-024,Bashir Balogun,veteran_staff_room_boss,11111,08:30-10:30,1,Chemistry,senior_only,absolute_priority,16,full_time_senior_staff,,2
TCH-00321,SCH-024,Yusuf Suleiman,nysc_corper,11110,13:00-15:00,1,Basic Science|Civic Education,junior_only,low,0,nysc_temporary,Friday,
TCH-00322,SCH-024,Adaeze Adebayo,veteran_staff_room_boss,11111,08:30-10:30,1,Further Mathematics,senior_only,absolute_priority,19,full_time_senior_staff,,2
TCH-00323,SCH-024,Musa Okoro,veteran_staff_room_boss,11111,08:30-10:30,1,Further Mathematics|Biology,senior_only,absolute_priority,25,full_time_senior_staff,,2
TCH-00324,SCH-024,Chiamaka Adebayo,veteran_staff_room_boss,11111,08:30-10:30,1,Biology,senior_only,absolute_priority,18,full_time_senior_staff,,2
TCH-00325,SCH-024,Aisha Chukwu,overworked_generalist,11111,scattered,5,Basic Technology|CRS|PHE,any,very_low,4,full_time_underpaid,,
TCH-00326,SCH-024,Chiamaka Nwosu,overworked_generalist,11111,scattered,4,PHE|Basic Technology|CRS,any,very_low,8,full_time_underpaid,,
TCH-00327,SCH-024,Blessing Adebayo,hustling_subject_specialist,01010,08:00-11:00,2,Economics,senior_only,high,11,part_time_multi_school,,
TCH-00328,SCH-024,Emeka Chukwu,overworked_generalist,11111,scattered,4,PHE|Basic Technology|CRS,any,very_low,3,full_time_underpaid,,
